feature_name,tier,stage,level,entity,entity_id,entity_class,measure,measure_family,aggregation,window,window_type,filter,transform,availability,leakage_risk,min_support_n,adversarial_halflife,hypothesis,status,drop_reason,iv,psi_12m,coverage_pct,shap_rank
phone__d_cust__dcnt__w30d,1,A_base,L0,Phone number,phone,identity,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__d_device__dcnt__w1h,1,A_base,L0,Phone number,phone,identity,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__d_device__dcnt__w30d,1,A_base,L0,Phone number,phone,identity,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__d_email__dcnt__w1h,1,A_base,L0,Phone number,phone,identity,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__d_email__dcnt__w30d,1,A_base,L0,Phone number,phone,identity,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__d_receiver__dcnt__w1h,1,A_base,L0,Phone number,phone,identity,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__d_receiver__dcnt__w30d,1,A_base,L0,Phone number,phone,identity,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__d_sender__dcnt__w1h,1,A_base,L0,Phone number,phone,identity,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__d_sender__dcnt__w30d,1,A_base,L0,Phone number,phone,identity,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__err_lost_stln__rate__w30d,1,A_base,L0,Phone number,phone,identity,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,50,weeks-months,,candidate,,,,,
phone__err_rate__rate__w30d,1,A_base,L0,Phone number,phone,identity,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,weeks-months,,candidate,,,,,
phone__fail_then_ok__cnt__w1h,1,A_base,L0,Phone number,phone,identity,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__fail_then_ok__sum__w1h,1,A_base,L0,Phone number,phone,identity,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__interarrival__cnt__w1h,1,A_base,L0,Phone number,phone,identity,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__interarrival__mean__w1h,1,A_base,L0,Phone number,phone,identity,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__block_rate__rate__w30d,1,A_base,L0,Phone number,phone,identity,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,weeks-months,,candidate,,,,,
phone__amt_repeat__rate__w1h,1,A_base,L0,Phone number,phone,identity,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__amt_escalate__cnt__w1h,1,A_base,L0,Phone number,phone,identity,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__amt_escalate__sum__w1h,1,A_base,L0,Phone number,phone,identity,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__tc40_rate__rate__w30d,1,A_base,L0,Phone number,phone,identity,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,,candidate,,,,,
phone__amt__cnt__w1h,1,A_base,L0,Phone number,phone,identity,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__amt__cnt__w30d,1,A_base,L0,Phone number,phone,identity,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__amt__sum__w1h,1,A_base,L0,Phone number,phone,identity,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__amt__sum__w30d,1,A_base,L0,Phone number,phone,identity,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__amt__mean__w1h,1,A_base,L0,Phone number,phone,identity,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__amt__mean__w30d,1,A_base,L0,Phone number,phone,identity,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__txn_cnt__cnt__w1h,1,A_base,L0,Phone number,phone,identity,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__txn_cnt__cnt__w30d,1,A_base,L0,Phone number,phone,identity,Transaction count,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
phone__txn_cnt__sum__w1h,1,A_base,L0,Phone number,phone,identity,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,weeks-months,,candidate,,,,,
phone__txn_cnt__sum__w30d,1,A_base,L0,Phone number,phone,identity,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,weeks-months,,candidate,,,,,
bin8__cb_fraud_rate__rate__w30d,1,A_base,L0,BIN-8,bin8,instrument,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
bin8__cb_nonfr_rate__rate__w30d,1,A_base,L0,BIN-8,bin8,instrument,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
bin8__champ_score__cnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Champion model score,score,count,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,months-quarters,,candidate,,,,,
bin8__champ_score__mean__w30d,1,A_base,L0,BIN-8,bin8,instrument,Champion model score,score,mean,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,months-quarters,,candidate,,,,,
bin8__cb_amt__cnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
bin8__cb_amt__sum__w30d,1,A_base,L0,BIN-8,bin8,instrument,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
bin8__cb_amt__mean__w30d,1,A_base,L0,BIN-8,bin8,instrument,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
bin8__cb_rate__rate__w30d,1,A_base,L0,BIN-8,bin8,instrument,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
bin8__den_rate__rate__w30d,1,A_base,L0,BIN-8,bin8,instrument,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
bin8__d_pan__dcnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__d_pan__dcnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__d_cust__dcnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__d_cust__dcnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__d_device__dcnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__d_device__dcnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__d_email__dcnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__d_email__dcnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__d_receiver__dcnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__d_receiver__dcnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__d_sender__dcnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__d_sender__dcnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__err_lost_stln__rate__w30d,1,A_base,L0,BIN-8,bin8,instrument,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,50,months-quarters,,candidate,,,,,
bin8__err_rate__rate__w30d,1,A_base,L0,BIN-8,bin8,instrument,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
bin8__fail_then_ok__cnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__fail_then_ok__sum__w1h,1,A_base,L0,BIN-8,bin8,instrument,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__interarrival__cnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__interarrival__mean__w1h,1,A_base,L0,BIN-8,bin8,instrument,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__block_rate__rate__w30d,1,A_base,L0,BIN-8,bin8,instrument,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
bin8__amt_repeat__rate__w1h,1,A_base,L0,BIN-8,bin8,instrument,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__amt_escalate__cnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__amt_escalate__sum__w1h,1,A_base,L0,BIN-8,bin8,instrument,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__tc40_rate__rate__w30d,1,A_base,L0,BIN-8,bin8,instrument,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
bin8__amt__cnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__amt__cnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__amt__sum__w1h,1,A_base,L0,BIN-8,bin8,instrument,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__amt__sum__w30d,1,A_base,L0,BIN-8,bin8,instrument,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__amt__mean__w1h,1,A_base,L0,BIN-8,bin8,instrument,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__amt__mean__w30d,1,A_base,L0,BIN-8,bin8,instrument,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__txn_cnt__cnt__w1h,1,A_base,L0,BIN-8,bin8,instrument,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__txn_cnt__cnt__w30d,1,A_base,L0,BIN-8,bin8,instrument,Transaction count,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
bin8__txn_cnt__sum__w1h,1,A_base,L0,BIN-8,bin8,instrument,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
bin8__txn_cnt__sum__w30d,1,A_base,L0,BIN-8,bin8,instrument,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__cb_fraud_rate__rate__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
pan__cb_nonfr_rate__rate__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
pan__champ_score__cnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Champion model score,score,count,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,months-quarters,,candidate,,,,,
pan__champ_score__mean__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Champion model score,score,mean,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,months-quarters,,candidate,,,,,
pan__cb_amt__cnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
pan__cb_amt__sum__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
pan__cb_amt__mean__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
pan__cb_rate__rate__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
pan__den_rate__rate__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
pan__d_bin8__dcnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__d_bin8__dcnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__d_cust__dcnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__d_cust__dcnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__d_device__dcnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__d_device__dcnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__d_email__dcnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__d_email__dcnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__d_receiver__dcnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__d_receiver__dcnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__d_sender__dcnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__d_sender__dcnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__err_lost_stln__rate__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,50,months-quarters,,candidate,,,,,
pan__err_rate__rate__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
pan__fail_then_ok__cnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__fail_then_ok__sum__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__interarrival__cnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__interarrival__mean__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__block_rate__rate__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
pan__amt_repeat__rate__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__amt_escalate__cnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__amt_escalate__sum__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__tc40_rate__rate__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
pan__amt__cnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__amt__cnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__amt__sum__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__amt__sum__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__amt__mean__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__amt__mean__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__txn_cnt__cnt__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__txn_cnt__cnt__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction count,velocity,count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
pan__txn_cnt__sum__w1h,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
pan__txn_cnt__sum__w30d,1,A_base,L0,Card token / PAN hash,pan,instrument,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__cb_fraud_rate__rate__w30d,1,A_base,L0,Merchant ID,merchant,merchant,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
merchant__cb_nonfr_rate__rate__w30d,1,A_base,L0,Merchant ID,merchant,merchant,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
merchant__champ_score__cnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Champion model score,score,count,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,months-quarters,,candidate,,,,,
merchant__champ_score__mean__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Champion model score,score,mean,30 days,time,unconditioned,raw value,realtime,MED - encodes current policy; re-baseline on threshold change,30,months-quarters,,candidate,,,,,
merchant__cb_amt__cnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
merchant__cb_amt__sum__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
merchant__cb_amt__mean__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
merchant__cb_rate__rate__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,,candidate,,,,,
merchant__den_rate__rate__w30d,1,A_base,L0,Merchant ID,merchant,merchant,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,,candidate,,,,,
merchant__d_bin8__dcnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__d_bin8__dcnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
merchant__d_pan__dcnt__w1h,1,A_base,L0,Merchant ID,merchant,merchant,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,realtime,LOW,5,months-quarters,,candidate,,,,,
merchant__d_pan__dcnt__w30d,1,A_base,L0,Merchant ID,merchant,merchant,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,realtime,LOW,30,months-quarters,,candidate,,,,,
